gene,block,panel
Sp9,1_celltype_separator,v11_superset316
Sst,1_celltype_separator,v11_superset316
Syt6,1_celltype_separator,v11_superset316
Tac1,1_celltype_separator,v11_superset316
Tac2,1_celltype_separator,v11_superset316
Tcf7l2,1_celltype_separator,v11_superset316
Trh,1_celltype_separator,v11_superset316
Trhr,1_celltype_separator,v11_superset316
Tshz2,1_celltype_separator,v11_superset316
Vip,1_celltype_separator,v11_superset316
Zic1,1_celltype_separator,v11_superset316
Esr1,23_identity,v11_superset316
Lhx9,23_identity,v11_superset316
Slc30a3,23_identity,v11_superset316
Sulf1,23_identity,v11_superset316
Chat,27_cholinergic,v11_superset316
Slc5a7,27_cholinergic,v11_superset316
Abi3bp,29_anchor_marker,v11_superset316
Blnk,29_anchor_marker,v11_superset316
Bmp3,29_anchor_marker,v11_superset316
Vwc2l,29_anchor_marker,v11_superset316
Acta2,30_nonneuronal_class,v11_superset316
Aqp4,30_nonneuronal_class,v11_superset316
Cldn5,30_nonneuronal_class,v11_superset316
Col1a1,30_nonneuronal_class,v11_superset316
Csf1r,30_nonneuronal_class,v11_superset316
Dcn,30_nonneuronal_class,v11_superset316
Gjc3,30_nonneuronal_class,v11_superset316
Ntsr2,30_nonneuronal_class,v11_superset316
Pdgfra,30_nonneuronal_class,v11_superset316
Siglech,30_nonneuronal_class,v11_superset316
Sox10,30_nonneuronal_class,v11_superset316
Vtn,30_nonneuronal_class,v11_superset316
Gad1,3_class_backbone,v11_superset316
Gad2,3_class_backbone,v11_superset316
Mbp,3_class_backbone,v11_superset316
Rbfox3,3_class_backbone,v11_superset316
Slc17a6,3_class_backbone,v11_superset316
Slc32a1,3_class_backbone,v11_superset316
Snap25,3_class_backbone,v11_superset316
Slc1a2,4b_class_backbone,v11_superset316
Slc6a1,4b_class_backbone,v11_superset316
Syt1,4b_class_backbone,v11_superset316
Calb1,9_published_regional,v11_superset316
Cartpt,9_published_regional,v11_superset316
Crh,9_published_regional,v11_superset316
Fezf1,9_published_regional,v11_superset316
Htr2c,9_published_regional,v11_superset316
Mpped1,9_published_regional,v11_superset316
Nts,9_published_regional,v11_superset316
Pld5,9_published_regional,v11_superset316
Rbp4,9_published_regional,v11_superset316
Scn5a,9_published_regional,v11_superset316
Synpr,9_published_regional,v11_superset316
Adamts17,28_subtype_discovery,v11_superset316
Arhgap31,28_subtype_discovery,v11_superset316
Cbln4,28_subtype_discovery,v11_superset316
Cd24a,28_subtype_discovery,v11_superset316
Crispld2,28_subtype_discovery,v11_superset316
Dab2,28_subtype_discovery,v11_superset316
Dio3,28_subtype_discovery,v11_superset316
Elfn1,28_subtype_discovery,v11_superset316
Fbn2,28_subtype_discovery,v11_superset316
Gpr149,28_subtype_discovery,v11_superset316
Hhip,28_subtype_discovery,v11_superset316
Hpse,28_subtype_discovery,v11_superset316
Lin7a,28_subtype_discovery,v11_superset316
Lypd1,28_subtype_discovery,v11_superset316
Masp1,28_subtype_discovery,v11_superset316
Myo1b,28_subtype_discovery,v11_superset316
Nckap5,28_subtype_discovery,v11_superset316
Ndst3,28_subtype_discovery,v11_superset316
Plce1,28_subtype_discovery,v11_superset316
Plcl1,28_subtype_discovery,v11_superset316
Plpp4,28_subtype_discovery,v11_superset316
Pvt1,28_subtype_discovery,v11_superset316
Rspo3,28_subtype_discovery,v11_superset316
Rxfp1,28_subtype_discovery,v11_superset316
Spon1,28_subtype_discovery,v11_superset316
Vegfc,28_subtype_discovery,v11_superset316
Adrb1,14_Jesse_ORB_GPCR,v11_superset316
Chrm1,14_Jesse_ORB_GPCR,v11_superset316
Gpr26,14_Jesse_ORB_GPCR,v11_superset316
Grm8,14_Jesse_ORB_GPCR,v11_superset316
Adra1a,17_expanded_ORB_GPCR,v11_superset316
Adra1b,17_expanded_ORB_GPCR,v11_superset316
Chrm3,17_expanded_ORB_GPCR,v11_superset316
Gpr22,17_expanded_ORB_GPCR,v11_superset316
Hrh3,17_expanded_ORB_GPCR,v11_superset316
Adcyap1,24_GPCR_map,v11_superset316
Adra2a,24_GPCR_map,v11_superset316
Galr1,24_GPCR_map,v11_superset316
Grm2,24_GPCR_map,v11_superset316
Htr1a,24_GPCR_map,v11_superset316
Drd2,4_GPCR_cell_type_specific,v11_superset316
Gpr88,4_GPCR_cell_type_specific,v11_superset316
Hcrtr2,4_GPCR_cell_type_specific,v11_superset316
Mc4r,4_GPCR_cell_type_specific,v11_superset316
Npy2r,4_GPCR_cell_type_specific,v11_superset316
Oxtr,4_GPCR_cell_type_specific,v11_superset316
Tacr1,4_GPCR_cell_type_specific,v11_superset316
Creb1,5_receptor_map,v11_superset316
Adcyap1r1,6_GPCR_druggable,v11_superset316
Cckbr,6_GPCR_druggable,v11_superset316
Chrm2,6_GPCR_druggable,v11_superset316
Cnr1,6_GPCR_druggable,v11_superset316
Crhr1,6_GPCR_druggable,v11_superset316
Gabbr1,6_GPCR_druggable,v11_superset316
Gabbr2,6_GPCR_druggable,v11_superset316
Gpr101,6_GPCR_druggable,v11_superset316
Gpr158,6_GPCR_druggable,v11_superset316
Grm1,6_GPCR_druggable,v11_superset316
Grm3,6_GPCR_druggable,v11_superset316
Grm5,6_GPCR_druggable,v11_superset316
Grm7,6_GPCR_druggable,v11_superset316
Htr1b,6_GPCR_druggable,v11_superset316
Htr1f,6_GPCR_druggable,v11_superset316
Htr2a,6_GPCR_druggable,v11_superset316
Npy1r,6_GPCR_druggable,v11_superset316
Oprd1,6_GPCR_druggable,v11_superset316
Oprm1,6_GPCR_druggable,v11_superset316
Sstr2,6_GPCR_druggable,v11_superset316
Arhgap32,25_plasticity,v11_superset316
Cdh8,25_plasticity,v11_superset316
Lrrtm2,25_plasticity,v11_superset316
Nrxn3,25_plasticity,v11_superset316
Ntrk3,25_plasticity,v11_superset316
Pak1,25_plasticity,v11_superset316
Pcdh8,25_plasticity,v11_superset316
St8sia2,25_plasticity,v11_superset316
Camk2a,7_plasticity,v11_superset316
Camk2b,7_plasticity,v11_superset316
Cbln2,7_plasticity,v11_superset316
Dlg4,7_plasticity,v11_superset316
Gphn,7_plasticity,v11_superset316
Gria1,7_plasticity,v11_superset316
Gria2,7_plasticity,v11_superset316
Gria3,7_plasticity,v11_superset316
Gria4,7_plasticity,v11_superset316
Grin1,7_plasticity,v11_superset316
Grin2a,7_plasticity,v11_superset316
Grin2b,7_plasticity,v11_superset316
Grin3a,7_plasticity,v11_superset316
Nlgn1,7_plasticity,v11_superset316
Nrxn1,7_plasticity,v11_superset316
Ntrk2,7_plasticity,v11_superset316
Ppp1r1b,7_plasticity,v11_superset316
Rgs4,7_plasticity,v11_superset316
Shank3,7_plasticity,v11_superset316
Syn1,7_plasticity,v11_superset316
Syngap1,7_plasticity,v11_superset316
Syp,7_plasticity,v11_superset316
Bcl11b,8_TF_identity,v11_superset316
Bhlhe22,8_TF_identity,v11_superset316
Dlx1,8_TF_identity,v11_superset316
Etv1,8_TF_identity,v11_superset316
Fezf2,8_TF_identity,v11_superset316
Foxp1,8_TF_identity,v11_superset316
Isl1,8_TF_identity,v11_superset316
Meis2,8_TF_identity,v11_superset316
Neurod6,8_TF_identity,v11_superset316
Satb2,8_TF_identity,v11_superset316
Tbr1,8_TF_identity,v11_superset316
Tle4,8_TF_identity,v11_superset316
Zic2,8_TF_identity,v11_superset316
iCre,2_reporter_transgene,v11_superset316
tdTomato,2_reporter_transgene,v11_superset316
Btg2,4c_activity,v11_superset316
Egr2,4c_activity,v11_superset316
Ier2,4c_activity,v11_superset316
Jun,4c_activity,v11_superset316
Rgs2,4c_activity,v11_superset316
Scg2,4c_activity,v11_superset316
Sgk1,4c_activity,v11_superset316
Sik1,4c_activity,v11_superset316
Vgf,4c_activity,v11_superset316
Arc,5_IEG,v11_superset316
Egr1,5_IEG,v11_superset316
Fos,5_IEG,v11_superset316
Fosb,5_IEG,v11_superset316
Homer1,5_IEG,v11_superset316
Junb,5_IEG,v11_superset316
Jund,5_IEG,v11_superset316
Npas4,5_IEG,v11_superset316
Nr4a1,5_IEG,v11_superset316
Nr4a2,5_IEG,v11_superset316
Bhlhe40,13_Jesse_morphine_state,v11_superset316
Camk2g,13_Jesse_morphine_state,v11_superset316
Pcsk1,13_Jesse_morphine_state,v11_superset316
Per1,13_Jesse_morphine_state,v11_superset316
Per2,13_Jesse_morphine_state,v11_superset316
Sema3e,13_Jesse_morphine_state,v11_superset316
Acsl4,16_expanded_morphine_state,v11_superset316
Ahctf1,16_expanded_morphine_state,v11_superset316
Arid5b,16_expanded_morphine_state,v11_superset316
Banp,16_expanded_morphine_state,v11_superset316
Chd2,16_expanded_morphine_state,v11_superset316
Crem,16_expanded_morphine_state,v11_superset316
Dusp1,16_expanded_morphine_state,v11_superset316
Dusp4,16_expanded_morphine_state,v11_superset316
Dusp5,16_expanded_morphine_state,v11_superset316
E2f6,16_expanded_morphine_state,v11_superset316
Egr3,16_expanded_morphine_state,v11_superset316
Egr4,16_expanded_morphine_state,v11_superset316
Ep300,16_expanded_morphine_state,v11_superset316
Etv5,16_expanded_morphine_state,v11_superset316
Fhl2,16_expanded_morphine_state,v11_superset316
Fosl2,16_expanded_morphine_state,v11_superset316
Fxr1,16_expanded_morphine_state,v11_superset316
Hivep1,16_expanded_morphine_state,v11_superset316
Hrh1,16_expanded_morphine_state,v11_superset316
Hsd17b12,16_expanded_morphine_state,v11_superset316
Hspa5,16_expanded_morphine_state,v11_superset316
Hunk,16_expanded_morphine_state,v11_superset316
Kitl,16_expanded_morphine_state,v11_superset316
Klf10,16_expanded_morphine_state,v11_superset316
Maml3,16_expanded_morphine_state,v11_superset316
Mbnl2,16_expanded_morphine_state,v11_superset316
Nr4a3,16_expanded_morphine_state,v11_superset316
Omg,16_expanded_morphine_state,v11_superset316
Smad5,16_expanded_morphine_state,v11_superset316
Sox8,16_expanded_morphine_state,v11_superset316
Stk40,16_expanded_morphine_state,v11_superset316
Tiparp,16_expanded_morphine_state,v11_superset316
Vps13a,16_expanded_morphine_state,v11_superset316
Zdbf2,16_expanded_morphine_state,v11_superset316
Zfp46,16_expanded_morphine_state,v11_superset316
Zfp641,16_expanded_morphine_state,v11_superset316
Zfp933,16_expanded_morphine_state,v11_superset316
Zhx2,16_expanded_morphine_state,v11_superset316
Zkscan16,16_expanded_morphine_state,v11_superset316
Zkscan2,16_expanded_morphine_state,v11_superset316
Bbx,31_Jesse_morphine_extended,v11_superset316
Bcl6,31_Jesse_morphine_extended,v11_superset316
Clk1,31_Jesse_morphine_extended,v11_superset316
Dusp22,31_Jesse_morphine_extended,v11_superset316
Hnrnpll,31_Jesse_morphine_extended,v11_superset316
Kdm7a,31_Jesse_morphine_extended,v11_superset316
Nuak1,31_Jesse_morphine_extended,v11_superset316
Odc1,31_Jesse_morphine_extended,v11_superset316
Pparg,31_Jesse_morphine_extended,v11_superset316
Rapgef2,31_Jesse_morphine_extended,v11_superset316
Rbm3,31_Jesse_morphine_extended,v11_superset316
Zdhhc5,31_Jesse_morphine_extended,v11_superset316
Zfp941,31_Jesse_morphine_extended,v11_superset316
Zmiz1,31_Jesse_morphine_extended,v11_superset316
Arntl,33_SOW_clock_axis,v11_superset316
Clock,33_SOW_clock_axis,v11_superset316
Cry1,33_SOW_clock_axis,v11_superset316
Cry2,33_SOW_clock_axis,v11_superset316
Dbp,33_SOW_clock_axis,v11_superset316
Npas2,33_SOW_clock_axis,v11_superset316
Nr1d1,33_SOW_clock_axis,v11_superset316
Nr1d2,33_SOW_clock_axis,v11_superset316
Per3,33_SOW_clock_axis,v11_superset316
