region_user,subclass_A_positive,subclass_B_negative,same_cell_type_label,separator_gene,mean_log2_A,mean_log2_B,pct_A,pct_B,log2_gap
LM,102 DMH-LHA Gsx1 Gaba,144 MM Foxb1 Glut,True,Necab1,2.771,0.161,40.9,2.8,2.61
LM,102 DMH-LHA Gsx1 Gaba,144 MM Foxb1 Glut,True,Nkx2-4,2.491,0.309,37.5,6.2,2.182
LM,126 ARH-PVp Tbx3 Glut,102 DMH-LHA Gsx1 Gaba,True,Slc17a6,7.08,0.458,88.7,7.7,6.622
LM,126 ARH-PVp Tbx3 Glut,102 DMH-LHA Gsx1 Gaba,True,Tbx3,4.551,0.077,63.1,1.3,4.474
LM,126 ARH-PVp Tbx3 Glut,102 DMH-LHA Gsx1 Gaba,True,Nhlh2,3.792,0.036,52.1,0.6,3.756
LM,126 ARH-PVp Tbx3 Glut,102 DMH-LHA Gsx1 Gaba,True,Nkx2-1,4.239,0.707,66.2,11.8,3.532
LM,126 ARH-PVp Tbx3 Glut,102 DMH-LHA Gsx1 Gaba,True,Tcf7l2,2.434,0.138,33.8,2.4,2.295
LM,126 ARH-PVp Tbx3 Glut,102 DMH-LHA Gsx1 Gaba,True,Bsx,2.334,0.056,36.6,1.0,2.278
LM,126 ARH-PVp Tbx3 Glut,102 DMH-LHA Gsx1 Gaba,True,Tac2,2.973,0.698,31.8,9.8,2.274
LM,126 ARH-PVp Tbx3 Glut,102 DMH-LHA Gsx1 Gaba,True,Nr4a2,2.236,0.096,30.3,1.7,2.14
LM,126 ARH-PVp Tbx3 Glut,102 DMH-LHA Gsx1 Gaba,True,Lhx5,2.424,0.843,37.3,14.2,1.582
LM,126 ARH-PVp Tbx3 Glut,102 DMH-LHA Gsx1 Gaba,True,Sox1,1.713,0.151,29.0,2.6,1.561
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Pdyn,5.065,0.437,65.2,7.2,4.628
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Tbx3,4.551,0.009,63.1,0.2,4.542
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Nkx2-1,4.239,0.06,66.2,1.0,4.178
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Isl1,3.664,0.119,51.2,2.0,3.546
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Tac2,2.973,0.142,31.8,2.4,2.83
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Gad1,3.176,0.656,46.2,11.7,2.52
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Bsx,2.334,0.02,36.6,0.3,2.314
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Tcf7l2,2.434,0.145,33.8,2.6,2.289
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Nr4a2,2.236,0.044,30.3,0.7,2.192
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Cartpt,2.304,0.645,28.5,9.9,1.658
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Sox1,1.713,0.064,29.0,1.1,1.649
LM,126 ARH-PVp Tbx3 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,True,Prox1,1.655,0.127,26.2,2.2,1.528
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Pdyn,5.065,0.313,65.2,5.6,4.752
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Tbx3,4.551,0.021,63.1,0.4,4.53
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Nkx2-1,4.239,0.171,66.2,3.0,4.068
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Isl1,3.664,0.125,51.2,2.2,3.539
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Tac2,2.973,0.11,31.8,2.0,2.863
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Gad1,3.176,0.46,46.2,8.1,2.716
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Tcf7l2,2.434,0.116,33.8,2.1,2.318
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Bsx,2.334,0.027,36.6,0.5,2.307
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Lhx5,2.424,0.159,37.3,2.6,2.266
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Six3,2.271,0.178,30.4,3.0,2.093
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Cartpt,2.304,0.333,28.5,6.2,1.971
LM,126 ARH-PVp Tbx3 Glut,138 PH Pitx2 Glut,False,Sox1,1.713,0.044,29.0,0.7,1.669
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Pdyn,5.065,0.478,65.2,8.2,4.587
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Tbx3,4.551,0.014,63.1,0.3,4.537
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Nkx2-1,4.239,0.214,66.2,4.1,4.025
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Isl1,3.664,0.111,51.2,1.9,3.553
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Tac2,2.973,0.1,31.8,1.9,2.873
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Gad1,3.176,0.485,46.2,8.5,2.691
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Tcf7l2,2.434,0.129,33.8,2.3,2.305
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Bsx,2.334,0.038,36.6,0.7,2.296
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Lhx5,2.424,0.171,37.3,3.0,2.253
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Six3,2.271,0.151,30.4,2.6,2.119
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Cartpt,2.304,0.468,28.5,8.2,1.836
LM,126 ARH-PVp Tbx3 Glut,141 PH-SUM Foxa1 Glut,False,Sox1,1.713,0.066,29.0,1.2,1.647
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Sema5a,5.468,0.17,72.6,3.0,5.299
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Pdyn,5.065,0.094,65.2,1.6,4.971
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Tbx3,4.551,0.018,63.1,0.3,4.532
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Gfra1,4.537,0.606,60.4,10.5,3.931
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Isl1,3.664,0.059,51.2,0.9,3.606
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Gad2,3.574,0.533,48.4,8.9,3.041
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Deptor,3.581,0.711,53.8,12.8,2.87
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Gad1,3.176,0.354,46.2,6.2,2.822
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Tac2,2.973,0.163,31.8,2.8,2.81
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Tcf7l2,2.434,0.057,33.8,1.0,2.377
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Bsx,2.334,0.026,36.6,0.4,2.308
LM,126 ARH-PVp Tbx3 Glut,143 MM-ant Foxb1 Glut,True,Six3,2.271,0.091,30.4,1.5,2.18
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Sema5a,5.468,0.164,72.6,3.0,5.305
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Pdyn,5.065,0.06,65.2,1.0,5.005
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Tbx3,4.551,0.038,63.1,0.7,4.513
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Gfra1,4.537,0.571,60.4,10.3,3.966
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Calb2,4.159,0.454,60.8,8.4,3.705
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Isl1,3.664,0.055,51.2,0.9,3.609
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Gad2,3.574,0.395,48.4,6.9,3.179
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Nxph1,3.497,0.452,45.4,8.1,3.045
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Deptor,3.581,0.589,53.8,11.2,2.992
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Gad1,3.176,0.29,46.2,5.1,2.886
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Tac2,2.973,0.545,31.8,8.5,2.428
LM,126 ARH-PVp Tbx3 Glut,144 MM Foxb1 Glut,True,Tcf7l2,2.434,0.053,33.8,0.9,2.381
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Slc17a6,7.658,0.458,93.7,7.7,7.2
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Otp,7.285,0.18,91.3,3.1,7.105
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Zic1,5.818,0.072,73.1,1.2,5.746
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Sim1,5.523,0.049,75.7,0.8,5.474
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Adcyap1,5.78,0.53,75.4,8.7,5.249
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Fezf1,3.189,0.037,50.1,0.7,3.152
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Uncx,2.347,0.041,39.2,0.7,2.307
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Tac1,2.643,0.343,32.8,6.0,2.3
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Nhlh2,2.31,0.036,38.9,0.6,2.273
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Lhx5,3.058,0.843,50.0,14.2,2.215
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,St8sia2,2.562,0.43,41.0,7.5,2.132
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,102 DMH-LHA Gsx1 Gaba,True,Mpped1,2.692,0.605,42.7,10.4,2.087
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Otp,7.285,0.216,91.3,3.7,7.069
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Zic1,5.818,0.15,73.1,2.4,5.668
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Sim1,5.523,0.068,75.7,1.2,5.455
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Adcyap1,5.78,0.839,75.4,12.1,4.941
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Ebf1,4.688,0.082,53.4,1.5,4.606
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Trh,3.891,0.167,46.3,2.9,3.724
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Fezf1,3.189,0.048,50.1,0.9,3.142
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Uncx,2.347,0.028,39.2,0.5,2.319
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Tac1,2.643,0.774,32.8,11.1,1.869
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Nxph4,1.7,0.126,25.1,2.3,1.574
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Zic2,1.532,0.01,26.0,0.2,1.522
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,126 ARH-PVp Tbx3 Glut,True,Otof,1.868,0.36,30.1,6.5,1.507
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,138 PH Pitx2 Glut,False,Otp,7.285,0.13,91.3,2.2,7.155
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,138 PH Pitx2 Glut,False,Zic1,5.818,0.136,73.1,2.1,5.682
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,138 PH Pitx2 Glut,False,Sim1,5.523,0.218,75.7,3.2,5.305
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,138 PH Pitx2 Glut,False,Trh,3.891,0.099,46.3,1.7,3.792
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,138 PH Pitx2 Glut,False,Fezf1,3.189,0.039,50.1,0.6,3.15
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,138 PH Pitx2 Glut,False,Lhx5,3.058,0.159,50.0,2.6,2.899
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,138 PH Pitx2 Glut,False,Six3,1.905,0.178,27.3,3.0,1.727
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,138 PH Pitx2 Glut,False,Zic2,1.532,0.007,26.0,0.1,1.525
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,138 PH Pitx2 Glut,False,Map3k15,1.634,0.292,27.9,5.4,1.342
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,138 PH Pitx2 Glut,False,Otof,1.868,0.708,30.1,12.0,1.159
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,141 PH-SUM Foxa1 Glut,False,Otp,7.285,0.161,91.3,2.6,7.124
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,141 PH-SUM Foxa1 Glut,False,Zic1,5.818,0.132,73.1,2.2,5.686
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,141 PH-SUM Foxa1 Glut,False,Sim1,5.523,0.411,75.7,6.3,5.112
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,141 PH-SUM Foxa1 Glut,False,Trh,3.891,0.093,46.3,1.6,3.798
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,141 PH-SUM Foxa1 Glut,False,Fezf1,3.189,0.028,50.1,0.5,3.162
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,141 PH-SUM Foxa1 Glut,False,Lhx5,3.058,0.171,50.0,3.0,2.886
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,141 PH-SUM Foxa1 Glut,False,Six3,1.905,0.151,27.3,2.6,1.754
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,141 PH-SUM Foxa1 Glut,False,Zic2,1.532,0.003,26.0,0.1,1.529
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,141 PH-SUM Foxa1 Glut,False,Map3k15,1.634,0.392,27.9,7.2,1.242
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,141 PH-SUM Foxa1 Glut,False,Otof,1.868,0.796,30.1,13.6,1.071
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Otp,7.285,0.089,91.3,1.4,7.195
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Zic1,5.818,0.081,73.1,1.3,5.738
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Ebf1,4.688,0.133,53.4,2.3,4.555
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Sema5a,4.122,0.17,56.8,3.0,3.953
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Trh,3.891,0.211,46.3,3.6,3.68
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Fezf1,3.189,0.017,50.1,0.3,3.172
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Gfra1,2.674,0.606,39.0,10.5,2.068
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Six3,1.905,0.091,27.3,1.5,1.814
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Tac1,2.643,0.887,32.8,13.9,1.756
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Gad2,2.245,0.533,33.9,8.9,1.712
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Map3k15,1.634,0.089,27.9,1.8,1.544
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,143 MM-ant Foxb1 Glut,True,Zic2,1.532,0.003,26.0,0.1,1.529
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Otp,7.285,0.047,91.3,0.8,7.238
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Calb2,7.145,0.454,88.3,8.4,6.691
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Zic1,5.818,0.064,73.1,1.1,5.754
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Ebf1,4.688,0.088,53.4,1.6,4.6
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Sema5a,4.122,0.164,56.8,3.0,3.958
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Trh,3.891,0.108,46.3,2.0,3.783
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Fezf1,3.189,0.019,50.1,0.3,3.17
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Sulf1,2.638,0.158,38.5,2.9,2.48
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Nxph1,2.79,0.452,38.1,8.1,2.338
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Tac1,2.643,0.35,32.8,6.4,2.293
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Gfra1,2.674,0.571,39.0,10.3,2.103
LM,132 AHN-RCH-LHA Otp Fezf1 Glut,144 MM Foxb1 Glut,True,Syt6,2.233,0.147,34.5,2.8,2.086
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Slc17a6,8.315,0.458,97.2,7.7,7.856
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Nr4a2,5.172,0.096,67.6,1.7,5.075
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Lmx1a,5.075,0.036,71.6,0.6,5.039
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Adcyap1,4.97,0.53,66.2,8.7,4.439
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Pitx2,3.163,0.054,46.8,0.9,3.109
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Dmrta2,2.867,0.043,40.0,0.8,2.824
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Nhlh2,2.585,0.036,42.2,0.6,2.549
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Nxph4,2.313,0.11,34.0,1.9,2.203
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Uncx,1.751,0.041,30.6,0.7,1.71
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Pou3f1,1.691,0.045,26.7,0.8,1.646
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Foxa1,1.57,0.008,26.4,0.1,1.563
LM,138 PH Pitx2 Glut,102 DMH-LHA Gsx1 Gaba,False,Rprm,1.868,0.727,30.5,12.0,1.141
LM,138 PH Pitx2 Glut,126 ARH-PVp Tbx3 Glut,False,Lmx1a,5.075,0.044,71.6,0.8,5.031
LM,138 PH Pitx2 Glut,126 ARH-PVp Tbx3 Glut,False,Adcyap1,4.97,0.839,66.2,12.1,4.13
LM,138 PH Pitx2 Glut,126 ARH-PVp Tbx3 Glut,False,Pitx2,3.163,0.061,46.8,1.1,3.103
LM,138 PH Pitx2 Glut,126 ARH-PVp Tbx3 Glut,False,Dmrta2,2.867,0.06,40.0,1.1,2.807
LM,138 PH Pitx2 Glut,126 ARH-PVp Tbx3 Glut,False,Cnih3,2.875,0.494,44.3,8.7,2.381
LM,138 PH Pitx2 Glut,126 ARH-PVp Tbx3 Glut,False,Nxph4,2.313,0.126,34.0,2.3,2.186
LM,138 PH Pitx2 Glut,126 ARH-PVp Tbx3 Glut,False,Foxp2,2.485,0.547,30.7,8.8,1.938
LM,138 PH Pitx2 Glut,126 ARH-PVp Tbx3 Glut,False,Uncx,1.751,0.028,30.6,0.5,1.723
LM,138 PH Pitx2 Glut,126 ARH-PVp Tbx3 Glut,False,Foxa1,1.57,0.005,26.4,0.1,1.565
LM,138 PH Pitx2 Glut,126 ARH-PVp Tbx3 Glut,False,Pou3f1,1.691,0.53,26.7,9.0,1.161
LM,138 PH Pitx2 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,False,Nr4a2,5.172,0.044,67.6,0.7,5.127
LM,138 PH Pitx2 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,False,Lmx1a,5.075,0.032,71.6,0.5,5.043
LM,138 PH Pitx2 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,False,Pitx2,3.163,0.047,46.8,0.8,3.117
LM,138 PH Pitx2 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,False,Dmrta2,2.867,0.168,40.0,2.8,2.699
LM,138 PH Pitx2 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,False,Cnih3,2.875,0.822,44.3,14.2,2.053
LM,138 PH Pitx2 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,False,Foxp2,2.485,0.798,30.7,11.4,1.687
LM,138 PH Pitx2 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,False,Pou3f1,1.691,0.115,26.7,2.0,1.576
LM,138 PH Pitx2 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,False,Foxa1,1.57,0.005,26.4,0.1,1.565
LM,138 PH Pitx2 Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,False,Drd2,1.645,0.499,25.5,8.4,1.146
LM,138 PH Pitx2 Glut,141 PH-SUM Foxa1 Glut,True,Pou3f1,1.691,0.059,26.7,1.1,1.632
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Nr4a2,5.172,0.127,67.6,2.3,5.045
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Lmx1a,5.075,0.034,71.6,0.6,5.041
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Sema5a,3.845,0.17,53.9,3.0,3.675
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Dmrta2,2.867,0.027,40.0,0.5,2.84
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Foxp2,2.485,0.087,30.7,1.5,2.397
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Pou3f1,1.691,0.042,26.7,0.8,1.649
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Foxa1,1.57,0.012,26.4,0.2,1.558
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Necab1,1.865,0.467,27.9,7.4,1.398
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Whrn,1.868,0.473,30.9,8.3,1.395
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Cacng5,1.794,0.454,29.4,8.2,1.339
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Gfra1,1.848,0.606,29.5,10.5,1.243
LM,138 PH Pitx2 Glut,143 MM-ant Foxb1 Glut,False,Pcdh8,1.873,0.699,31.6,12.3,1.174
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Nxph1,8.984,0.452,93.0,8.1,8.532
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Calb2,7.692,0.454,89.9,8.4,7.238
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Lmx1a,5.075,0.04,71.6,0.8,5.035
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Nr4a2,5.172,0.319,67.6,6.0,4.853
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Sema5a,3.845,0.164,53.9,3.0,3.681
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Dmrta2,2.867,0.051,40.0,1.0,2.816
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Foxp2,2.485,0.109,30.7,2.0,2.375
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Sulf1,2.418,0.158,34.6,2.9,2.26
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Pcdh8,1.873,0.078,31.6,1.4,1.795
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Whrn,1.868,0.155,30.9,2.8,1.713
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Necab1,1.865,0.161,27.9,2.8,1.704
LM,138 PH Pitx2 Glut,144 MM Foxb1 Glut,False,Pou3f1,1.691,0.045,26.7,0.9,1.646
LM,141 PH-SUM Foxa1 Glut,102 DMH-LHA Gsx1 Gaba,False,Slc17a6,8.258,0.458,96.8,7.7,7.799
LM,141 PH-SUM Foxa1 Glut,102 DMH-LHA Gsx1 Gaba,False,Nr4a2,6.03,0.096,76.9,1.7,5.934
LM,141 PH-SUM Foxa1 Glut,102 DMH-LHA Gsx1 Gaba,False,Pitx2,5.877,0.054,81.4,0.9,5.823
LM,141 PH-SUM Foxa1 Glut,102 DMH-LHA Gsx1 Gaba,False,Lmx1a,5.58,0.036,76.8,0.6,5.544
LM,141 PH-SUM Foxa1 Glut,102 DMH-LHA Gsx1 Gaba,False,Adcyap1,5.269,0.53,67.7,8.7,4.739
LM,141 PH-SUM Foxa1 Glut,102 DMH-LHA Gsx1 Gaba,False,Nhlh2,3.102,0.036,50.1,0.6,3.065
