region_user,gpcr_gene,n_panel_detected,n_panel_subclasses,frac_panel_detected,gpcr_tier_panel,n_roi_detected,n_roi_subclasses,frac_roi_detected,gpcr_tier_roi,top_panel_subclass,top_panel_mean_log2,top_panel_pct,top_panel_specificity_log2
ORBm,Drd1,6,12,0.5,intermediate,13,29,0.448,intermediate,029 L6b CTX Glut,4.3574628829956055,67.21311475409836,1.6799
ORBm,Drd2,0,12,0.0,cell_type_specific,1,29,0.034,cell_type_specific,053 Sst Gaba,0.6330282092094421,10.712293100241771,0.3454
ORBm,Gabbr1,12,12,1.0,universal,29,29,1.0,universal,022 L5 ET CTX Glut,8.8072509765625,99.70580369082644,0.1142
ORBm,Gabbr2,12,12,1.0,universal,28,29,0.966,universal,049 Lamp5 Gaba,9.608304023742676,99.57246686618213,0.255
ORBm,Galr1,0,12,0.0,cell_type_specific,0,29,0.0,cell_type_specific,046 Vip Gaba,0.1132631301879882,1.7088800732377174,0.0592
ORBm,Gpr101,0,12,0.0,cell_type_specific,0,29,0.0,cell_type_specific,053 Sst Gaba,0.2289564758539199,3.4963734424400226,0.0636
ORBm,Gpr52,0,12,0.0,cell_type_specific,0,29,0.0,cell_type_specific,004 L6 IT CTX Glut,0.0808344930410385,1.666960663256306,0.0178
ORBm,Gpr6,0,12,0.0,cell_type_specific,1,29,0.034,cell_type_specific,049 Lamp5 Gaba,0.5243942141532898,8.9354424967935,0.4697
ORBm,Gpr88,2,12,0.167,cell_type_specific,9,29,0.31,intermediate,007 L2/3 IT CTX Glut,4.119360446929932,65.20464539406923,0.8286
ORBm,Grm1,11,12,0.917,universal,25,29,0.862,universal,053 Sst Gaba,8.563807487487793,94.3834852148038,0.8846
ORBm,Grm5,12,12,1.0,universal,29,29,1.0,universal,032 L5 NP CTX Glut,11.055100440979004,99.97492477432296,0.5717
ORBm,Hcrtr1,0,12,0.0,cell_type_specific,1,29,0.034,cell_type_specific,030 L6 CT CTX Glut,0.7939237952232361,14.24975527898196,0.3234
ORBm,Hcrtr2,4,12,0.333,intermediate,6,29,0.207,cell_type_specific,049 Lamp5 Gaba,5.083053112030029,67.29371526293288,2.6727
ORBm,Htr1a,4,12,0.333,intermediate,7,29,0.241,cell_type_specific,005 L5 IT CTX Glut,1.5450832843780518,28.28694274722788,0.1382
ORBm,Htr1b,5,12,0.417,intermediate,10,29,0.345,intermediate,005 L5 IT CTX Glut,2.061463594436645,36.79565512559402,0.2456
ORBm,Htr1f,10,12,0.833,universal,23,29,0.793,universal,030 L6 CT CTX Glut,7.530811309814453,93.65589894187292,1.1328
ORBm,Htr2a,9,12,0.75,universal,19,29,0.655,intermediate,005 L5 IT CTX Glut,5.534072399139404,78.61507128309573,0.7804
ORBm,Htr2c,4,12,0.333,intermediate,9,29,0.31,intermediate,032 L5 NP CTX Glut,8.33624267578125,90.19558676028085,3.4833
ORBm,Mc4r,1,12,0.083,cell_type_specific,1,29,0.034,cell_type_specific,022 L5 ET CTX Glut,1.109664797782898,20.40652580903985,0.8556
ORBm,Npy1r,7,12,0.583,intermediate,12,29,0.414,intermediate,046 Vip Gaba,5.108348846435547,68.20262435154105,1.0506
ORBm,Npy2r,1,12,0.083,cell_type_specific,3,29,0.103,cell_type_specific,046 Vip Gaba,2.9572629928588867,39.57888312480928,2.0539
ORBm,Ntsr1,4,12,0.333,intermediate,6,29,0.207,cell_type_specific,029 L6b CTX Glut,1.7430102825164795,29.88650693568726,0.0727
ORBm,Ntsr2,0,12,0.0,cell_type_specific,0,29,0.0,cell_type_specific,005 L5 IT CTX Glut,0.4295685589313507,8.531341932563928,0.0753
ORBm,Oprd1,5,12,0.417,intermediate,8,29,0.276,cell_type_specific,052 Pvalb Gaba,4.579540252685547,68.1422098292088,1.5399
ORBm,Oprk1,1,12,0.083,cell_type_specific,5,29,0.172,cell_type_specific,004 L6 IT CTX Glut,2.456160306930542,37.405186099841245,2.0451
ORBm,Oprm1,12,12,1.0,universal,25,29,0.862,universal,029 L6b CTX Glut,5.507567405700684,80.26481715006305,0.729
ORBm,Oxtr,1,12,0.083,cell_type_specific,2,29,0.069,cell_type_specific,053 Sst Gaba,1.8155392408370967,28.287148967825924,0.893
ORBm,Sstr2,7,12,0.583,intermediate,13,29,0.448,intermediate,005 L5 IT CTX Glut,3.309276580810547,54.763521158633175,0.6772
ORBm,Tacr1,0,12,0.0,cell_type_specific,5,29,0.172,cell_type_specific,004 L6 IT CTX Glut,0.629659116268158,10.786734873875464,0.0903
ORBm,Tacr3,0,12,0.0,cell_type_specific,0,29,0.0,cell_type_specific,022 L5 ET CTX Glut,0.1435484141111374,2.754747258625301,0.0011
RE,Adcyap1r1,4,4,1.0,universal,43,46,0.935,universal,109 LGv-ZI Otx2 Gaba,4.161579132080078,63.94977168949772,0.3267
RE,Adora2a,0,4,0.0,cell_type_specific,0,46,0.0,cell_type_specific,109 LGv-ZI Otx2 Gaba,0.0066574211232364,0.136986301369863,0.0009
RE,Avpr1a,0,4,0.0,cell_type_specific,0,46,0.0,cell_type_specific,109 LGv-ZI Otx2 Gaba,0.0913133844733238,1.5753424657534247,0.0777
RE,Avpr1b,0,4,0.0,cell_type_specific,0,46,0.0,cell_type_specific,093 RT-ZI Gnb3 Gaba,0.0038973623886704,0.0670960815888352,0.0031
RE,Cckbr,0,4,0.0,cell_type_specific,4,46,0.087,cell_type_specific,093 RT-ZI Gnb3 Gaba,0.5027807950973511,9.03113258185722,0.1366
RE,Chrm2,4,4,1.0,universal,38,46,0.826,universal,093 RT-ZI Gnb3 Gaba,7.239453315734863,88.37895866881375,0.9726
RE,Chrm4,0,4,0.0,cell_type_specific,0,46,0.0,cell_type_specific,093 RT-ZI Gnb3 Gaba,0.0048234923742711,0.0939345142243693,0.0046
RE,Cnr1,2,4,0.5,intermediate,32,46,0.696,intermediate,093 RT-ZI Gnb3 Gaba,3.411400318145752,48.13472893183038,1.463
RE,Crhr1,2,4,0.5,intermediate,9,46,0.196,cell_type_specific,093 RT-ZI Gnb3 Gaba,1.7801666259765625,29.13311862587225,0.391
RE,Drd1,0,4,0.0,cell_type_specific,9,46,0.196,cell_type_specific,152 RE-Xi Nox4 Glut,0.4199741184711456,6.862385321100918,0.2099
RE,Drd2,0,4,0.0,cell_type_specific,9,46,0.196,cell_type_specific,151 TH Prkcd Grin2c Glut,1.072876214981079,19.52146788990825,0.5184
RE,Gabbr1,4,4,1.0,universal,46,46,1.0,universal,151 TH Prkcd Grin2c Glut,9.512483596801758,99.8811009174312,0.1632
RE,Gabbr2,4,4,1.0,universal,44,46,0.957,universal,151 TH Prkcd Grin2c Glut,9.977376937866213,99.8605504587156,0.7502
RE,Galr1,0,4,0.0,cell_type_specific,3,46,0.065,cell_type_specific,109 LGv-ZI Otx2 Gaba,0.1686453968286514,2.808219178082192,0.0763
RE,Gpr101,1,4,0.25,cell_type_specific,12,46,0.261,cell_type_specific,109 LGv-ZI Otx2 Gaba,1.9569875001907349,30.068493150684933,1.8701
RE,Gpr52,0,4,0.0,cell_type_specific,0,46,0.0,cell_type_specific,152 RE-Xi Nox4 Glut,0.0989545881748199,1.9449541284403669,0.0519
RE,Gpr6,0,4,0.0,cell_type_specific,0,46,0.0,cell_type_specific,093 RT-ZI Gnb3 Gaba,0.0567852072417736,1.0601180891035964,0.0502
RE,Gpr88,1,4,0.25,cell_type_specific,4,46,0.087,cell_type_specific,151 TH Prkcd Grin2c Glut,2.447993040084839,38.12844036697248,1.9957
RE,Grm1,4,4,1.0,universal,43,46,0.935,universal,151 TH Prkcd Grin2c Glut,10.0068941116333,99.58018348623852,1.1886
RE,Grm5,4,4,1.0,universal,43,46,0.935,universal,109 LGv-ZI Otx2 Gaba,10.168296813964844,99.31506849315068,0.1517
RE,Hcrtr1,0,4,0.0,cell_type_specific,2,46,0.043,cell_type_specific,109 LGv-ZI Otx2 Gaba,1.0080901384353638,17.35159817351598,0.9384
RE,Hcrtr2,1,4,0.25,cell_type_specific,18,46,0.391,intermediate,152 RE-Xi Nox4 Glut,1.3493164777755735,21.26605504587156,0.3757
RE,Htr1a,0,4,0.0,cell_type_specific,5,46,0.109,cell_type_specific,109 LGv-ZI Otx2 Gaba,0.623286247253418,10.662100456621005,0.1191
RE,Htr1b,0,4,0.0,cell_type_specific,20,46,0.435,intermediate,152 RE-Xi Nox4 Glut,0.9457950592041016,16.03669724770642,0.0168
RE,Htr1f,3,4,0.75,universal,21,46,0.457,intermediate,109 LGv-ZI Otx2 Gaba,2.702898979187012,37.397260273972606,0.4317
RE,Htr2a,0,4,0.0,cell_type_specific,15,46,0.326,intermediate,109 LGv-ZI Otx2 Gaba,1.207753300666809,18.90410958904109,1.0702
RE,Htr2c,4,4,1.0,universal,36,46,0.783,universal,109 LGv-ZI Otx2 Gaba,7.984988689422607,88.31050228310502,4.1184
RE,Mc4r,0,4,0.0,cell_type_specific,0,46,0.0,cell_type_specific,109 LGv-ZI Otx2 Gaba,0.0534421950578689,0.9817351598173516,0.0155
RE,Npy1r,2,4,0.5,intermediate,15,46,0.326,intermediate,152 RE-Xi Nox4 Glut,3.1976194381713867,51.44954128440367,0.4748
RE,Npy2r,0,4,0.0,cell_type_specific,4,46,0.087,cell_type_specific,109 LGv-ZI Otx2 Gaba,0.2666741609573364,4.06392694063927,0.0705
RE,Ntsr1,0,4,0.0,cell_type_specific,3,46,0.065,cell_type_specific,151 TH Prkcd Grin2c Glut,0.374296098947525,6.248807339449542,0.042
RE,Ntsr2,0,4,0.0,cell_type_specific,1,46,0.022,cell_type_specific,151 TH Prkcd Grin2c Glut,0.0809495523571968,1.7438532110091745,0.031
RE,Oprd1,0,4,0.0,cell_type_specific,1,46,0.022,cell_type_specific,093 RT-ZI Gnb3 Gaba,0.8038454055786133,14.170692431561996,0.6149
RE,Oprk1,2,4,0.5,intermediate,16,46,0.348,intermediate,093 RT-ZI Gnb3 Gaba,1.6743900775909424,26.40901771336554,0.3347
RE,Oprm1,3,4,0.75,universal,36,46,0.783,universal,152 RE-Xi Nox4 Glut,5.275221347808838,70.3302752293578,2.5297
RE,Oxtr,0,4,0.0,cell_type_specific,2,46,0.043,cell_type_specific,109 LGv-ZI Otx2 Gaba,0.4641536474227905,7.945205479452055,0.101
RE,Sstr2,0,4,0.0,cell_type_specific,12,46,0.261,cell_type_specific,109 LGv-ZI Otx2 Gaba,0.7764694094657898,13.219178082191782,0.5727
RE,Tacr1,0,4,0.0,cell_type_specific,14,46,0.304,intermediate,152 RE-Xi Nox4 Glut,0.8766233325004578,15.119266055045872,0.2002
RE,Tacr3,0,4,0.0,cell_type_specific,2,46,0.043,cell_type_specific,093 RT-ZI Gnb3 Gaba,1.0883686542510986,15.539452495974237,0.9333
